-3.61
-4.23
-4.63
-5.07
-5.24
-5.42
-5.1
-4.58
-4.89
-5.31
-5.46
-5.46
-5.43
-5.38
-5.37
-5.48
-5.38
-3.11
2.32
2.06
2.88
3.15
3.97
4.11
4.37
4.6
4.61
4.97
4.91
6
6.31
6.75
6.98
6.66
6.34
6.34
6.09
5.95
6.2
7.15
7.26
6.93
6.76
7.17
7.22
7.01
7.05
5.96
0.1
0
